1,đưa hàng không giống với quảng cáo
1,Hàng bị lỗi...Phớt lờ tin nhắn của khách hàng khi yêu cầu trả hàng lỗi.
1,hàng không đúng với mẫu hàng đã đặt .chất lượng rất kém .khách hàng không nên chọn shops này vì shop không có uy tín
1,đặt loại tốt giao loại thường ấm mỏng và xấu làm ăn vậy 1sao là ko oan tí nào.
1,hang rat de su dung  tien loi  Chất liệu inox cao cấp.
1,hàng kém chất lượng giao hàng bị bể nắp đậy
1,broken and low quality. I am angry.
1,quá tệ. ấm bị hư không nấu được. mua về không xài được.
1,ấm đung ko được shop ơi vào điện lên đèn nhưng ko làm nóng nước được
1,đèn sáng nhưng nước ko sôi.ko nóng gì luôn.đổi dùm shop ơi
1,Shop rất mất lịch sự. Mua về đèn sáng mà ko có nóng. Nt liện shop ko thèm trả lời giống như là lừa đảo được 1 khách hàng nên mừng wá đi ăn mừng rồi sao ấy. Các bạn đừng dại mà bị lừa giống mình nhé. Tiệm này nó lừa bán hàng ho lao đấy. Mình cố ý viết lên  để các bạn sau đỡ bị lừa giống mình.
1,Hàng vừa mở ra đã bị vỡ cả đế và đèn hôm qua mình đã gửi lại hàng và chụp lại biên lai của bưu điện nhưng gọi shop k thấy nghe máy nhắn zalo không trả lời gọi 3 cuộc không nghe.
1,hàng bị móp méo cả hai bên yêu cầu đổi lại
1,đã móp còn chảy nước..
1,kg biết nói sao khi giao sản phẩm này
1,Năp bị rời ra  đề nghị thay thế
1,giáo hàng không đúng đặt inox loại tốt giao loại thường chẳng ra làm sao...
1,Vỡ móm đèn báo sai chán hinh màu hồng dao mai xanh
1,Shop đóng gói kĩ giao hàng nhanh mà phần nắp bị bể gắn lỏng lẻo ko chặt được với bình đun
1,bình dùng rất tệ yêu cầu trả lại tiền hoặc đổi hàng mới mới giao hôm nay vừa thử đã không ăn điện.
1,bình ok nhưng gói không cẩn thận nên bị bể cái đích 1 ích nhưng vẩn sài dc. mùa dịch đang cần sài nếu k có dịch tôi sẽ đổi lại cái khác
1,giao hàng hơi kém chất lượng. bị bóp méo sản phẩm. mở ra thấy méo là chưa thích rồi. chưa thử ko biết có đun nước dc ko nữa
1,Mua loại tốt inox mà như loại thường dây điện mới dùng được mấy lần đã chảy nhựa.
1,móp méo ! chán
1,giao hang vay sau sai ha shop
1,bị bể đế ẩu quá. tui có chụp hình cho shop xem đó .tui là mối đó shop .AE  đừng mua ở LAZADA nha AE ..AE nhớ nha .  tui nhắc nhở AE đừng bao giờ mua đồ ở LAZADA nha anh em
1,bình  bị  móp  đề  nghị  trả  hàng
1,tại sao mua chỉ trong vòng 1thang mà sản phẩm không xài được hư không nhân nút để nấu sôi   âm này  không thể mua đc món hãy xem lại kỉ để bị lừa bán hàng không tốt
1,giáo hàng ko đủ
1,ấm mỏng với lại cái dây cắm nhỏ tý ạh.
1,giao hàng nhanh nhưng khi sử dụng công tắc bị nhảy liên tục. mình phải tốn thêm 30k để thay sau lần sử dụng đầu tiên. các bạn nên cân nhắc
1,ấm không nấu được. bật lên nó bị nhảy ngược lại.
1,hàng k xài đc
1,sp chất lượng
1,ấm bị hư nút ngắt tự độngsài rất hao điện
1,Giao k đúng hàng. Không đúng mẫu mã. Hàng bị đế điện và ấm hở. Không biết xài được bao lâu. Nói chung không hài lòng.
1,bể hư đủ thứ phải đem đi sửa
1,bình bị bể nhựa bên ngoài
1,sản phẩm quá tệ mua về không xài được luôn
1,mới dùng có hơn tuần lễ mà đã hư rồi không vô điện.
1,Tôi  vô cùng thất vọng khi nhận được hàng Đế bình mỏng manh   thớt đế thì còn tệ vô cùng tệ  Sử dụng bằng điện mà quá mong manh rất nguy hiểm   ai muốn mua thì hãy cân nhắc nhé
1,sản phẩm k đạt tiêu chuẩn nắp bình bị bể
1,hàng bị hỏng. lỗi . rớt nắp ra khỏi bình
1,Thất vọng thực sự  Hôm nay ngày 14 10 tôi đã nhận được đơn hàng sau bao ngày trong ngóng và lúc 17h30 khi man về text sau 5 phút 10 phút vẫn k thấy ấm có dấu hiệu sôi hau nóng gì mà chỉ thấy báo có đèn
1,mỏng
1,ấm giao bị hở phần đáy ấm. đun lâu sôi. rất tệ
1,giao hàng rất nhanh  nhưng ấm đã bik lỗi ko xài được
1,nhưa mỏng manh hàng như đồ chơi con nit
1,đóng gói vô trách nhiệm . hàng dùng đc đúng 3 hôm
1,giao hàng hư làm ăn cho gì không xài được
1,Hàng bị mốp
1,hàng quá tệ
1,Giao hàng tào lao điện cắm ko vô  nhắn tin shop ko thèm trả lời
1,hàng xài dc vài hôm đã hư
1,mới nhận được hàng mà nấu thử cái nút sôi ko bật làm thất vọng quá shop oi
1,hàng k tốt k nên mua mới mua về mà hư rồi k xài được
1,rất sai lầm khi mua cái ấm siêu tốc này ..mọi người không nên mua .. tôi đã bị lừa 1 chiếc .. cháy đèn mà không sôi nước . không thể sử dụng được... lừa đảo
1,mở hàng bị vỡ lắp dùng bị lỗi
1,Nhìn nhựa nút bấp bị vỡ và chất lượng kém ko thể dùng được.
1,Bán cái cục sắt chứ siêu tốc gì. Cắm có vô điện đâu mà nấu
1,Mua về bình bị chảy nước làm sao đổi đây cho 1sao
1,mới Sài đc mấy ngày đã bị hư rồi
1,âm quá tệ.chay nước ra ngoài
1,hàng bị hư
1,được
1,hàng không đúng với mẫu hàng đã đặt .chất lượng rất kém .khách hàng không nên chọn shops này vì shop không có uy tín
1,đặt loại tốt giao loại thường ấm mỏng và xấu làm ăn vậy 1sao là ko oan tí nào.
1,hang rat de su dung  tien loi  Chất liệu inox cao cấp.
1,đèn sáng nhưng nước ko sôi.ko nóng gì luôn.đổi dùm shop ơi
1,Mua loại tốt inox mà như loại thường dây điện mới dùng được mấy lần đã chảy nhựa.
1,giáo hàng ko đủ
1,Vừa rồi mua bình nấu nước thủy tinh  bây giờ mở ra thì bình bằng sắt..! Nắp đậy không được ! Quá tệ !
1,SHOP LỪA ĐẢO MỌI NGƯỜI KHÔNG NÊN MUA GIAO THIẾU HÀNG RỒI MẤT TÍCH KO LIÊN LẠC ĐƯỢC. SHOP LỪA ĐẢO
1,giao hàng kg đúng bên em nói là bình đun thủy tinh mà sao giao binh inox
1,mọi người đừng nên mua đồ shop này chuyên môn giao thiếu hàng cho khách rồi hỏi ko trả lời
1,Vừa rồi mua bình nấu nước thủy tinh  bây giờ mở ra thì bình bằng sắt..! Nắp đậy không được ! Quá tệ !
1,SHOP LỪA ĐẢO MỌI NGƯỜI KHÔNG NÊN MUA GIAO THIẾU HÀNG RỒI MẤT TÍCH KO LIÊN LẠC ĐƯỢC. SHOP LỪA ĐẢO
1,lựa đao mua 2 cái trả tiền trước giao có 1 cái sop này lừa đảo có 132.000ma cũng lừa mất dạy cầu cho may lãnh hậu quả nhe
1,giao hàng kg đúng bên em nói là bình đun thủy tinh mà sao giao binh inox
1,mọi người đừng nên mua đồ shop này chuyên môn giao thiếu hàng cho khách rồi hỏi ko trả lời
1,sản phẩm chất lượng rất tệ. Trầy xước tróc sơn nhiều chỗ và không phải là sơn tĩnh điện như shop quảng cáo. Mọi người cân nhắc trước khi mua
1,khong
1,bàn bị bập bênh hk nên mua
1,giao bàn chân gặp ghềnh mặt bàn thì nghiêng một bên. người ta mua cũng trả tiền mà. giao hàng lỗi như vậy sao mà dùng
1,sản phẩm bị hư hỏng bong tróc nhiều chỗ mất thẩm mỹ
1,bàn bị bập bênh hk nên mua
1,giao bàn chân gặp ghềnh mặt bàn thì nghiêng một bên. người ta mua cũng trả tiền mà. giao hàng lỗi như vậy sao mà dùng
1,sản phẩm bị hư hỏng bong tróc nhiều chỗ mất thẩm mỹ
1,Chất lượng  mua về không sử dụng được vì khi ủi những lổ dưới đấy bàn ủi xì nước ra thành giọt gây ước sản phẩm áo không sử dụng được vậy shop xem xét lại giúp ? Cảm ơn!
1,chất lượng chán lắm nước rơi bẩn cả áo  Chất lượng
1,Tính năng   Chất lượng   Đóng gói
1,đổ nước vào bị rò chảy ra phía ngoài rất nguy hiểm. hàng không chắc chắn như hàng giả
1,Hàng dỏm mới cắm thử chẩy nước tùm lum ủi được 3p thì chết ko sài được
1,Khui hợp full box mà sản phẩm bị trầy xước khá nặng nghi ngờ là hàng đổi trả hoặc cũ. SunHouse lớn mà kiểm tra hàng kiểu này thì thua
1,Mới nhận hàng chưa xài đổ nước vào thì bị rò nước chảy ướt hết đồ
1,Hàng kém chất lượng!
1,Hàng bị lỗi lúc ủi bị xước hết quần. Ib shop không phản hồi
1,Tệ kinh khủng cho chút nước vào chảy ròng ròng luôn thế này thà mua bàn là thường luôn cho rồi mua giá bàn là hơi nước mà dùng nha bàn là thường.
1,Ko tot ui do ma no cu dinh dinh lai ui may cai ao ma ca tieng moi het cai tay
1,Mình đã báo lỗi sản phẩm và trả lại rồi còn bị hoàn lại hàng chẳng khác nào ép khách hàng phải mua. thôi coi như vứt tiền qua cửa sổ
2,mua 1 loại ngoài trời mà gửi loại này là sao
2,Bị nứt 3 cái nguồn phần vỏ.
2,hàng không giống như mô tả. điện áp không ổn định
2,đưa hàng không giống với quảng cáo
2,nguồn không đủ cung cấp cho ban đem . buổi tối không thấy gì ngoài màu đen
2,Hàng bị lỗi...Phớt lờ tin nhắn của khách hàng khi yêu cầu trả hàng lỗi.
2,mình mua 5cái tốt và 5cái rẻ mà shop giao cho mình 10cái rẻ tiền. shop coi lại có đúng sản phẩm không shop mua bán vậy không tốt
2,Tốc độ đun nhanh chóng! Tính năng tự động tắt an toàn. Đế tiếp điện xoay 360 độ tiện lợi.
2,hình đăng màu hồng nên mới mua mà nhận cái bình đỏ lè nắp và đế không chắc chắn được cái nấu tiếng êm  không biết có bền không nựa T.T Update sau 2 tuần sử dụng   dùng được 2 tuần thì giờ nước nấu có mùi hôi nhựa chán thật sự
2,Bìn bị rò rỉ nước đã nhắn tin báo đổi hàng nhưng ko thấy shop trả lời
2,hàng kém chất lượng giao hàng bị bể nắp đậy
2,broken and low quality. I am angry.
2,Sản phẩm chất lượng không tốt. Mới nhận mà đế đã bị nứt. Vỏ hộp móp méo. Thận trọng trước khi mua
2,hàng móp méo
2,Parcel is damaged. The nose of the jug is bent.
2,quá tệ. ấm bị hư không nấu được. mua về không xài được.
2,ấm đung ko được shop ơi vào điện lên đèn nhưng ko làm nóng nước được
2,Shop rất mất lịch sự. Mua về đèn sáng mà ko có nóng. Nt liện shop ko thèm trả lời giống như là lừa đảo được 1 khách hàng nên mừng wá đi ăn mừng rồi sao ấy. Các bạn đừng dại mà bị lừa giống mình nhé. Tiệm này nó lừa bán hàng ho lao đấy. Mình cố ý viết lên  để các bạn sau đỡ bị lừa giống mình.
2,Hàng vừa mở ra đã bị vỡ cả đế và đèn hôm qua mình đã gửi lại hàng và chụp lại biên lai của bưu điện nhưng gọi shop k thấy nghe máy nhắn zalo không trả lời gọi 3 cuộc không nghe.
2,hàng bị móp méo cả hai bên yêu cầu đổi lại
2,đã móp còn chảy nước..
2,kg biết nói sao khi giao sản phẩm này
2,Năp bị rời ra  đề nghị thay thế
2,giáo hàng không đúng đặt inox loại tốt giao loại thường chẳng ra làm sao...
2,ấm mở nắp ra rơi nắpmùi hôi nhựa quá nồngbỏ thêm 60k vào siêu thị mua ấm mớimua xong nó quá tệ nên đã ghé siêu thị xemgiá trong đoz 159kấm ko mùicòn có tem mắc cty nữarút kinh nghiệm
2,Vỡ móm đèn báo sai chán hinh màu hồng dao mai xanh
2,Shop đóng gói kĩ giao hàng nhanh mà phần nắp bị bể gắn lỏng lẻo ko chặt được với bình đun
2,bình dùng rất tệ yêu cầu trả lại tiền hoặc đổi hàng mới mới giao hôm nay vừa thử đã không ăn điện.
2,Sản phẩm giá rẻ đun ít nước thì nấu được còn nhiều nước thì công tắc cứ nhảy trước khi nước sôi
2,bình ok nhưng gói không cẩn thận nên bị bể cái đích 1 ích nhưng vẩn sài dc. mùa dịch đang cần sài nếu k có dịch tôi sẽ đổi lại cái khác
2,Chỉ đèn đỏnước lạnh tanh!
2,giao hàng hơi kém chất lượng. bị bóp méo sản phẩm. mở ra thấy méo là chưa thích rồi. chưa thử ko biết có đun nước dc ko nữa
2,móp méo ! chán
2,giao hang vay sau sai ha shop
2,mong manh
2,bị bể đế ẩu quá. tui có chụp hình cho shop xem đó .tui là mối đó shop .AE  đừng mua ở LAZADA nha AE ..AE nhớ nha .  tui nhắc nhở AE đừng bao giờ mua đồ ở LAZADA nha anh em
2,bình  bị  móp  đề  nghị  trả  hàng
2,tại sao mua chỉ trong vòng 1thang mà sản phẩm không xài được hư không nhân nút để nấu sôi   âm này  không thể mua đc món hãy xem lại kỉ để bị lừa bán hàng không tốt
2,bình  bị mốt  méo .sao sài
2,Mua ngày 2 8   2 9 hư rồi. Giờ ko bít bảo hành sao luôn. Hix
2,Nhận hàng đúng như quảng cáođóng gói tệ quá ấm bị móp nhưng dùng được nữa tháng thì hỏng
2,Giao hàng ko đủ và đóng gói ko cẩn thận
2,Hàng không như hình. Giao hàng không nhãn mác. Nấu thử rờle không nhảy. Lỡ mua đành chịu!
2,ấm đợt này đích ấm bị bùn ra
2,gói hàng sơ Sài . sản phẩm bị móp
2,SP giao không đúng. Thân và đế không khớp nhau nên tiếp xúc điện kém. không bõ công đổi trả hàng.
2,Ấm có nhiều mùi nhựa. Đun nước bị mùi nhựa. Đúng là của rẻ là của ôi
2,1  giao âm bị móp nhưng ko sau tạm chấp nhận.           2  nấu nước nghe mùi nhựa kinh khủng. chắc sài xong 1 lần rồi bỏ để bảo vệ sức khỏe GĐ.            3  Hàng sơ sài nhìn thấy điện bên trong. ko ăn toàn cho lắm. Hơi thất vọng về sp
2,ấm thì  móp  .đế thì  mỏng  dính
2,ấm mỏng với lại cái dây cắm nhỏ tý ạh.
2,giao hàng nhanh nhưng khi sử dụng công tắc bị nhảy liên tục. mình phải tốn thêm 30k để thay sau lần sử dụng đầu tiên. các bạn nên cân nhắc
2,ấm không nấu được. bật lên nó bị nhảy ngược lại.
2,hàng k xài đc
2,sp chất lượng
2,ấm bị hư nút ngắt tự độngsài rất hao điện
2,Giao k đúng hàng. Không đúng mẫu mã. Hàng bị đế điện và ấm hở. Không biết xài được bao lâu. Nói chung không hài lòng.
2,bể hư đủ thứ phải đem đi sửa
2,bình bị bể nhựa bên ngoài
2,sản phẩm quá tệ mua về không xài được luôn
2,mới dùng có hơn tuần lễ mà đã hư rồi không vô điện.
2,Tôi  vô cùng thất vọng khi nhận được hàng Đế bình mỏng manh   thớt đế thì còn tệ vô cùng tệ  Sử dụng bằng điện mà quá mong manh rất nguy hiểm   ai muốn mua thì hãy cân nhắc nhé
2,sản phẩm k đạt tiêu chuẩn nắp bình bị bể
2,hàng bị hỏng. lỗi . rớt nắp ra khỏi bình
2,Thất vọng thực sự  Hôm nay ngày 14 10 tôi đã nhận được đơn hàng sau bao ngày trong ngóng và lúc 17h30 khi man về text sau 5 phút 10 phút vẫn k thấy ấm có dấu hiệu sôi hau nóng gì mà chỉ thấy báo có đèn
2,mỏng
2,ấm giao bị hở phần đáy ấm. đun lâu sôi. rất tệ
2,giao hàng rất nhanh  nhưng ấm đã bik lỗi ko xài được
2,nhưa mỏng manh hàng như đồ chơi con nit
2,đóng gói vô trách nhiệm . hàng dùng đc đúng 3 hôm
2,giao hàng hư làm ăn cho gì không xài được
2,Hàng bị mốp
2,hàng quá tệ
2,Giao hàng tào lao điện cắm ko vô  nhắn tin shop ko thèm trả lời
2,hàng xài dc vài hôm đã hư
2,mới nhận được hàng mà nấu thử cái nút sôi ko bật làm thất vọng quá shop oi
2,hàng k tốt k nên mua mới mua về mà hư rồi k xài được
2,rất sai lầm khi mua cái ấm siêu tốc này ..mọi người không nên mua .. tôi đã bị lừa 1 chiếc .. cháy đèn mà không sôi nước . không thể sử dụng được... lừa đảo
2,mở hàng bị vỡ lắp dùng bị lỗi
2,Nhìn nhựa nút bấp bị vỡ và chất lượng kém ko thể dùng được.
2,Bán cái cục sắt chứ siêu tốc gì. Cắm có vô điện đâu mà nấu
2,Mua về bình bị chảy nước làm sao đổi đây cho 1sao
2,mới Sài đc mấy ngày đã bị hư rồi
2,âm quá tệ.chay nước ra ngoài
2,hàng bị hư
2,được
2,Shop ơi đất 2 cái giao 1 vậy Tín tiền 2 cái rồi thì sao rồi
2,sản phẩm chất lượng rất tệ. Trầy xước tróc sơn nhiều chỗ và không phải là sơn tĩnh điện như shop quảng cáo. Mọi người cân nhắc trước khi mua
2,khong
2,giao hàng không có 2 cái móc làm sao móc dây vào xe được shop có giao thêm 2 cái móc không
2,Không được như rewiew đã mua phải dùng thôi
2,mình mua hàng ngày 8 7  nhưng tem bảo hành là 30 4 có vết xé cắt tem bảo hành luôn !  Nhận được hàng thì bông trốc sơn ra  mình chưa sử dụng nên chưa biết có sd được ko !Hàng của  Mall mà kém chất lượng  mất uy tín với khách hàng quá .
2,đẹp
2,Mới nhận hàng mà thấy đầy hơi nước bên trong cứ như hàng đã qua sử dụng vậy. Mong 1 lời giải thích phù hợp từ shop ạ
2,ko ấn nút nhưng vẫn rỉ nước
2,Нет проверки товара при доставке  Большой минус магазину.  Нагревательная  спираль неровная. Разобрал выпрямил спираль плитка работает. Плитка хорошая.  Không kiểm tra hàng khi giao hàng Một điểm trừ lớn cho cửa hàng.  Cuộn dây đốt nóng không đều.  Tháo rời làm thẳng hình xoắn ốc gạch hoạt động.  Các gạch là tốt.
2,Đóng gói cẩn thận  giao nhanh  nhưng sản phẩm ko giống như hình
2,Xài quá dở nấu được hơn 2 tiếng thì hư luôn. Đúng là đồ dỏm shop nên xem lại nhé ttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttetetetetetetetetetetetetteteteteteteteteteteteteteteteteteteteteteyetetetetettetetetetetetetetetetetetetetetetetetetetetetet
2,bếp k ăn điện k sử dụng đc mà e lại nt cho shop k đc  shop xử lý dùm e
2,Như đồ chơi .. Tốt hơn là kg mua
2,cái nắp bị bể cái bình bị móp.
3,Đặt hàng từ 9 2 mà đến tận 23 2 mới nhận được hàng. Giao quá chạm luôn. Hàng nhận được không đúng mẫu mình đặt dùng không biết có bị vấn đề gì không.
3,Mua 2 cái sài 10ph hư 1 cái. Không biết cái còn lại sử dụng được bao lâu. Cả 2 dây nguồn đều quá ngắn chỉ khoảng 15cm chứ không dài như hinh. Các bạn cân nhắc khi mua nhé.
3,Nhìn Ảnh tưởng dây dài hóa ra ngắn quá
3,vô điện nước không nóng đổi lại khác dùm
3,vô điện nước không nóng đổi lại khác dùm
3,bình mỏng vỏ khồn cách nhiệt rất nóng không phù hợp cho gia đình có bé nhỏ nguy hiểm nắp mỏng gia nhiệt cũng nhanh hàng xài tạm
3,Tại sao đáy bình chông chênh quá !
3,Đã xài qua mấy cái rồi nên mình biết ấm siêu tốc này khá rành. Lần này lựa mua loại tốt của shop mà thấy không vừa ý lắm. Loại tốt mà vậy không biết loại rẻ tiền sẽ như thế nào nữa   . Thôi thì chấp nhận tiền nào của đó vậy.
3,giá tiền này thì phải chịu ròi . hàng hơi mỏng và lỏng lẻo  vừa nhận hàng mở ra thì bị móp vs hở đích
3,đóng gói sơ sài hàng bị biến dạng
3,Giao ấm móp hết 2 mặt đều thế nấu lâu sôi còn chất lượng thì xài được lâu không chưa biết chán ghê
3,sp không giống như quảng cáo shop ghì là Thái Lan  nhưng thật ra là Thái Lam shop trả lời không trung thực dây điện dài có 60cm  mà shop lại trả lời mình dây điện dài 1m !!
3,ấm gì mà chưa sôi đã bật nút. quá tệ.
3,ấm tạm ổn so với giá.
3,nút bị lờn bấm nấu k được
3,đã sử dụng và dùng được. không biết sử dụng lâu dài có bị làm sao không. Tạm thời chấp nhận được
3,bình ko ăn điện  nắp lỏng lẻo
3,Hàng ko giong trong hình
3,spham như hìnhtuy nhiên bị lỗi phần đế và đã được shop tư vấn đổi lại hoặc sẽ bảo hành sau khi sài thời gian mới biết được nạ.thanks shop
3,Sp dung ok gia ca hộp lý
3,ấm bị móp rồi ...đun thì cũng ổn
3,tốt theo giá tiền. sử dụng thời gian mới biết
3,Hàng Xài cũng được giá này phù hợp . Dây cắm ngắn quá
3,Mua lần 3 rồi mà lần hơi thất vọng hàng bị vỡ nắp
3,Cả bình và đế nấu mỏng manh
3,tạm  hàng bị móp méo bên trong nhưng sài đc
3,siêu tốc quá tệ luôn nha shop
3,Bình đựng tốt mà rẻ Sài rất là OK mọi người nên ủng. hộ nhé cho 5       cộng
3,hàng giao lâushop trả lời không nhiệt tìnhchưa xài nên chưa biết có bền không nhưng với giá này cũng được..
3,đế bị bể
3,ổn
3,ii
3,Bad contact at the base works fine with the base of another kettle
3,Instead of black kettle I ve recieved pink one
3,Dây điện nhỏ  đun bị nóng dây rất sợ cháy nổ
3,mua vê sài kh0ng đu0c . m0mg chằn s0p nay laiAn toàn khi chạm vào khi nóng
3,Bình nhựa không phải thủy tinh.
3,Tốt và đẹp
3,Không phải thủy tinh
3,Shop xem lại về mối hàn cái móc đỡ nhé. Bị rơi ra trong quá trình vc. Vậy đề nghị shop xử lý
3,Bàn tróc sơn
3,Giao hàng nhanh test thấy ghế khá chắc tuy nhiên bàn bị rung rinh khi kê trên mặt phẳng. Mức độ hoàn thiện mối hàn chưa tốt vẫn còn nhiều chỗ thô sắc nên mua về phải chà lại cho đỡ nguy hiểm vải may để lại phần sợi tua khá nhiều. Gói hàng k kĩ khi chỉ bọc lớp ni lông bên ngoài. Bàn bị xước nhiều chỗ.  Còn độ bền thì phải dùng mới biết được.
3,Bàn ghế trầu xước nhiều 1 số cái còn bị bóp
3,ban nhe quachan ban gap ghenhnen de ly so do
3,Vận chuyển kém để rách bao bì làm trầy xước sp sp còn trầy xước và hơi cũ
3,Giá săn siêu 170 cành nhưng khá tệ so với bàn ủi khô philips hd1172  nhà đang dùng cái này . Bàn ủi này nước bắn từ phía trước không phải bắn từ đáy mặt đế ủi bị rít  quảng cáo có chống dính nhưng có như không  cầm không nặng tay đầu mũi khó len vào các kẽ. Nói chung chỉ vì giá thôi nên bàn ủi philips hd1172 ngon hơn nhiều  giá xêm xêm bàn ủi này   bình xịt nước vài nghìn là ngon hơn con Sunhouse này nhiều.  Không phải tự nhiên mà philips được chuộng hơn À.  Chỗ bảo hành shop cũng trả lời không rõ ràng
3,nước ra nhiều
3,đổ nước vào bị chảy
3,Shpp giao cái bàn ủi gì mà như đòi cũ xài rồi . trày xuoc cỹ kỹ như đã xài đã rồi đem giao cho khách .
3,Cắm điện không lên vui lòng nhắn tin hoặc gọi mình 0946119048 vì mình ko nhắn tin cho bạn được
3,Sản phẩm phù hợp giá   đã sale. Hướng dẫn ghi cắm điện sẽ sáng đèn nhưng chờ mãi không sáng tưởng hư rồi hóa ra là vặn lên có nhiệt độ nó sẽ sáng đủ độ nóng nó tắt. Mặt chống dính khá mỏng. Mới ủi thử thấy nhỏ nước tong tong là có thật mở lên chế độ ủi nước mà không max nóng thì khi dựng bàn ủi lên nó chảy ra thì phải. Hướng dẫn không ghi cách   chỗ để châm nước vào bàn ủi tự tìm. Phần HDSD bao gồm hình ảnh chỉ có thông tin 2 mặt giấy A5 và 1 trang A5 là bìa.
3,Độ nóng rất yếu mặt bàn ủi khi ủi rất rít vì là hàng rẻ tiền
3,hàng đúng như hình nhưng chưa sử dụng nên chưa có đánh giá.nhân viên giao hàng nhiệt tình..
3,Tính năng  ủi khô  ủi hơi nước  Chất lượng  tạm  Tiền nào của đó nhanh nóng và cũng nóng cả phần nhựa bên dưới khi nóng có mùi khét nhựa. Nhựa có vẻ hơi dỏm. Mặt bàn ủi trầy xước. 196k thì vậy thôi không ưng ý lắm. Bạn muốn chất lượng và an toàn 1 chút thì không nên dùng loại này nguy hiểm và rủi ro cao!
3,Bàn là xước như sử dụng rồi nước nhỏ giọt dù không ấn hơi thất vọng
3,cách nước phun ra không ổn định
3,nhiệt độ tối đa không nóng lắm khó ủi vải dày.
3,Bàn là kì cục lắm cứ hay bị rò rỉ nước rất nhiều khi là. Mọi  người cân nhắc khi đặt mua sản phẩm.
